lat,lon,user_class,demand_mbps
53.49223700652441,-2.6474837069163963,light,3
51.50911820801146,-0.06410867783885787,light,1
51.513571543252986,-0.1480436094560344,light,1
51.6276860899189,-0.1589503302906572,light,3
51.530194897457136,-0.6508491617704755,moderate,7
51.6693488885899,0.04493533304733898,heavy,18
51.528092756087936,-0.023570135223212933,light,3
51.50937891137923,0.04935143582405433,light,5
51.470329036706666,0.021126546440725584,light,4
51.691680765116146,-0.06492538141824133,light,1
51.69031224467161,0.13232526190281177,light,2
51.51975632285193,-2.575694764575718,light,3
51.48417825919398,0.05932736219814911,light,1
51.52080416793905,0.0003788727948097134,moderate,10
51.46409719091779,0.19156243388298255,moderate,9
51.53108007263057,-0.019261764195151597,light,5
53.38072910260615,-1.4608797435985235,moderate,10
51.45087367865198,0.2446290421331127,light,2
51.49562935803043,-0.12801169632795134,moderate,8
51.52702215941087,-0.1309359416789887,moderate,9
51.686771078949626,0.053236990147187226,heavy,21
51.473599608881685,0.22065585310110272,light,5
51.493263246588576,0.04657956792912596,light,3
51.47866329991678,-0.30222158718165365,moderate,6
51.49106903972039,0.12700244513951997,moderate,6
53.37406220914844,-1.455317352087003,heavy,20
51.5149900778122,-0.11912155316505156,heavy,22
51.55265232091586,-0.06267610986693738,light,4
51.474471074138634,-0.04111167169487825,light,1
51.49008061114415,-0.10483147421744884,moderate,9
51.489327028424135,-0.0853327275797614,heavy,16
51.50756382566497,-0.022249352847912615,light,1
53.37460503894314,-1.4814159464704577,moderate,6
51.522548197790435,-0.11079482769902192,light,3
51.52783814485499,-0.11407183232790706,light,5
51.629735457262086,-0.25661728486231544,moderate,7
53.37784873370588,-1.4608734631121125,heavy,13
51.49946426695847,0.11230191653410512,moderate,7
53.377998475395145,-1.4540128757406388,light,1
51.50748760627401,0.08172237677716465,moderate,8
51.542433152451494,-0.11745899928474864,light,5
51.51486533660848,-0.13860012645429587,moderate,8
51.49764257429939,-2.3771658485416087,moderate,8
51.56104626167216,-0.12251245582174927,moderate,7
51.571158044263846,-2.6834183254830015,moderate,7
51.527731470742964,-0.4145083131263452,light,3
51.502962201947575,-2.6737305696695164,heavy,30
51.61623517243502,-0.2500506215369593,moderate,8
51.5557351251484,-0.02550629080966778,light,3
51.51786253711003,-0.06257184282439095,light,5
51.54609093311172,-0.18049594324700133,light,5
51.46051995401789,-3.154052313835096,heavy,27
51.49588343063163,0.12559105906601647,moderate,10
51.50474546748001,-0.10837296978017728,light,1
51.51775295239474,-0.04233884242293351,moderate,9
51.50504339679873,-2.467681921221943,heavy,22
53.779020809175094,-0.35188526353332983,moderate,8
51.58148588966989,-0.10528836880201517,moderate,7
51.48298494387922,-0.02495504993183243,light,5
51.522710908281354,-0.12195223262782796,moderate,6
51.509467717545924,-0.08786197146263469,moderate,8
51.566728112380424,-0.08899573135237952,moderate,7
51.47722768860148,-0.04479667003817373,light,3
51.50515968553514,0.11999591462492842,moderate,7
53.19065255993435,-2.3735894592216056,light,3
51.51642582216364,0.12504739097497578,light,4
51.475591860419016,-0.0386159218723804,light,4
51.65868715436187,-0.06621228076200394,light,2
51.50731268458809,0.1333786386683303,heavy,12
51.51069708234312,-0.10363930372867065,heavy,22
51.514261968016655,-0.10638390879834471,light,1
51.50301933983724,-0.006405322952504537,moderate,9
51.51808726059074,-0.026099726079991805,heavy,27
51.63156879714588,0.2415161742561774,moderate,10
51.531448642805806,-2.5511166156827016,light,2
51.521973964249604,-0.21475276188304443,moderate,6
51.597433692693016,-0.11382585581485083,light,1
51.491301472127255,-0.010682095154446763,heavy,14
53.77858811703016,-0.4301176613438721,moderate,9
51.52537605081228,0.014670929330250531,light,2
51.52555859431998,-0.1484279047774238,moderate,8
51.539965310666005,-0.12399884519777309,light,1
51.50359448035887,0.06620783715608816,heavy,13
51.506492476046574,-0.11201906108980078,heavy,11
51.60893606887757,-0.25854498892620026,moderate,6
51.50424887046614,0.10184292089963047,moderate,9
51.51427845286643,-0.06334782081402403,light,3
51.58193894320116,0.2722873340894969,light,1
51.4526753548047,-2.5802828890854315,light,2
51.47469529672979,0.09200321404096062,moderate,10
51.5297592279891,-0.13306383955409404,moderate,6
51.67699826282734,0.060493759355641656,light,3
51.55475639104295,-0.028674063467687656,light,5
51.532080715309434,-0.0014463450302005573,light,4
51.528302522034416,-0.12242762812238413,light,3
51.48801847446001,-0.05700540331327782,moderate,8
51.53254983418758,-0.12034560885226997,light,5
51.55411566425865,-0.18866041278057025,moderate,9
51.47251332678519,-0.01342234648476344,light,1
51.50799181830907,-0.2614416032448808,light,1
51.73045773058404,-2.286700496030512,light,4
53.775112619240964,-0.33137002395192366,moderate,8
51.52840184982126,-0.1365843670992112,light,2
51.500706748786186,-0.09568268703093757,moderate,10
51.4601203923535,-0.16302340282002004,light,4
51.50778949468186,-0.04823778359011835,moderate,8
51.531631677118426,-0.1431479073855439,moderate,7
51.49025786909805,-0.1286158169498288,light,2
51.49505840301449,-0.09268966983434462,moderate,7
53.37926284735361,-1.4615150745467993,light,3
51.52175121746348,-0.09363157828665625,light,2
51.49381912601258,0.12300471685477021,light,1
51.51081959193065,-0.05307397584415805,light,4
53.757260728207974,-0.2757685469319499,light,5
51.535597118512044,-2.5251938355261223,heavy,15
51.596367444536014,0.27651361240343575,heavy,12
51.69798783066843,-0.2438544469131521,moderate,10
51.51891864066422,-0.10772965308422039,light,4
51.601336163168575,-0.2451569195429922,heavy,30
51.49255862586691,-0.13608960913462917,heavy,16
51.48959486872634,0.021206658770423097,moderate,7
51.548119284340345,-0.07123297727613796,moderate,9
51.50438570578032,-0.11068447614981741,light,1
51.49644306199452,0.1407318971160791,heavy,16
51.51745504888766,-0.19491344682016212,light,2
51.51617270706585,0.009163113377776703,light,1
51.491969557848684,-2.4631900746901865,light,2
51.68600426751334,-0.007281747044764815,light,5
51.51802962221924,-0.28203667141862104,moderate,10
51.70077739642024,-0.25727517886338713,light,4
51.48957742573086,-0.009021451716913638,moderate,7
51.608830005448574,-0.24394975170092265,heavy,15
51.39780851992232,-0.0832325928931957,moderate,6
51.53188647090969,-0.1666506226065795,light,4
51.52258711118357,-0.47112914777835896,light,2
51.549379501062226,-3.2099866911961734,moderate,10
51.48738013237582,0.0762164641891929,heavy,22
51.50388798713128,-0.1282491456744395,light,2
51.4253352932833,-0.9635391235513399,light,2
51.4818789187739,-0.06303200724329588,heavy,12
51.525258796338186,-1.8685198168876966,heavy,21
51.55863432395359,-0.1025752323100094,heavy,16
51.541645941786356,-2.4289520268965874,moderate,10
53.37903125150211,-1.4608627486757104,light,1
51.629884595224155,-0.15965991463047371,light,1
51.499167330288984,-0.1158137849828835,moderate,9
51.60007958518228,-0.09406477854919792,light,1
51.3674808641763,0.1052611747075905,light,1
51.51326356311666,-0.1282759021902593,light,2
51.495971668814654,-0.07979747235543423,light,5
51.486449725649265,-0.14787704717981273,heavy,22
51.52161774772579,-0.08788632991605835,moderate,8
51.50542917325686,-0.0010713072058274398,heavy,29
51.587391192956446,-2.5346621586422287,moderate,7
51.501171139506155,-0.1295029451071582,light,3
51.49293191786787,0.02230605891374018,light,2
51.54354406017268,-0.08976301917405151,moderate,9
51.520942720207955,-0.16936965415775862,heavy,26
51.68480019463615,-0.06947069234816146,heavy,23
51.383963712178414,-0.10193194385954438,light,1
51.49538558118887,-0.4163844955392304,heavy,16
51.47577222872561,0.018129379142629375,light,5
51.54208007140498,-0.015362761935986183,light,2
51.50340432448148,-0.023950432405621502,light,3
51.50544693057908,-0.07881532306701988,moderate,9
51.49133761139542,0.025083785284383802,light,3
53.363974256371385,-1.4541726303501221,heavy,14
53.39573423614549,-2.5946822710550728,heavy,16
51.50968077595678,-0.6808347782117427,moderate,7
51.52335170098855,0.009750313458858555,moderate,9
53.96698191518094,-1.1159894604287273,heavy,16
51.526075898122556,-0.2657683695984019,moderate,7
52.4477968065748,-1.6931426831498417,light,2
51.53530616646771,-0.027749485235035527,light,3
51.59271632813141,-2.5187503241723355,light,3
51.48445808616435,0.08697539349475536,light,5
51.48953346763156,0.03358133283449766,light,1
51.510181272207,-2.5021693702953667,light,3
51.50471837375439,-0.026748089007639447,light,2
51.589220095536575,-0.3479979122713124,light,4
51.49146734657217,0.11460222275453343,light,1
51.55488562754186,-2.5543946321499287,light,5
51.48879786492415,-2.5532715743071344,moderate,6
51.52168842291102,-0.26761899836494185,light,5
51.512928712139185,-0.0908112185785883,light,4
51.5194621051231,-0.00410955571434915,light,2
53.54772792744621,-2.713179645772478,light,5
51.61792892634562,-0.1207884845001552,light,2
51.45408655520962,0.11405219274969929,moderate,6
51.6035989005984,-0.14158795977337468,light,5
53.783708436371015,-0.3992299586480561,light,4
51.52632790910707,-0.14609360238262964,light,4
51.587501881554196,-0.19925375757373434,moderate,10
51.49044912725803,-0.08445860225600291,light,5
53.387457803766296,-1.4625763748550358,light,5
52.94604735993242,-2.2051499921734425,heavy,12
51.5070667841052,-0.0886872573327362,light,2
51.537157061882475,-0.17400224130380254,heavy,20
51.41563574891237,-1.3089189447322096,moderate,8
51.47913380402357,-3.1821914465015904,moderate,6
51.51217518118576,-0.03330332844945334,heavy,27
51.480891288760766,-0.04513236071517797,moderate,6
53.75139165404565,-0.256736326787285,moderate,8
53.7897265462926,-0.3723666746864106,moderate,6
51.51918695458576,-0.40294129940571116,light,4
53.973878284064966,-1.0839187167683528,heavy,19
51.48523661286522,-0.08096886205752107,light,4
51.51365422807675,-0.2694955061250931,light,5
52.72487374713506,-2.093238399285611,heavy,28
51.61078438877932,-2.998221872679025,moderate,7
51.38052048225595,0.08615426371479948,moderate,9
51.53090332409674,-0.08742683115966095,heavy,25
53.481965959839336,-2.6626658831061825,light,5
51.51467722169421,-0.07628801450186067,heavy,14
51.548631968252856,-0.06801070294870855,light,4
51.658119442971355,-0.17431439964165624,moderate,10
51.502671739687116,0.12217646580547314,moderate,8
51.533407729923354,-0.23325989940589312,light,3
51.49930931154931,-0.04669928990715122,heavy,24
51.49336579108201,0.1172963505592577,moderate,9
51.72847032919456,-0.23265539992474848,light,1
51.645386516165466,-0.057771383305181695,heavy,27
51.630397633969295,-0.3034431434531962,light,4
51.49214994502108,0.06364698810805505,light,2
51.5075659539528,-0.6087142245286167,light,1
51.485067193973485,-0.007042740279696202,light,3
51.607029380760814,-0.2445906947619001,moderate,6
51.507842194361785,-0.09921104229499356,light,4
51.53852080869981,-2.5521325842007965,moderate,10
51.48687945019793,-0.02144373291434139,light,4
51.543840265094325,-0.05551806996488015,moderate,6
51.51951579769997,-0.10989357061780194,moderate,7
51.556173148432606,-0.005271586230257806,moderate,9
51.55290446381317,-0.18630713505372834,heavy,13
51.51473821516276,-0.1455172355479187,light,1
51.50133298208054,-0.12340079385057129,heavy,25
51.51904077399087,-0.2697064984961165,moderate,6
53.19933762565372,-2.3764043994708444,heavy,21
51.481806036353305,0.024085889604854083,moderate,7
51.49969968694517,-0.031363410039262615,light,5
51.53777526707943,-2.4358317717592146,moderate,8
51.67991093742174,0.0042045442289389305,heavy,17
51.54127847045658,-0.14157542480244387,light,5
51.50579635585656,-0.12824973441166262,light,5
51.994445953396074,-0.7182607225446276,light,1
51.51403481065267,0.06997417026178115,moderate,6
51.55601161643388,-0.0566566453504131,moderate,8
51.534650199270345,-0.12110145635287671,moderate,8
51.4762794507237,-0.035872819249212845,moderate,10
51.513285058774876,-0.08164379787801271,heavy,16
53.37305996048541,-1.4524212318239564,light,5
51.50777214069403,-0.08872732123663665,light,1
51.43824620027615,-0.8830234865699447,light,5
51.51384375601463,-0.11567045952394488,light,2
51.494411065063325,-2.4580346224736065,moderate,10
51.511591275460326,-0.06424372382065907,light,4
51.530398402532285,-0.12710897869914634,heavy,17
51.477032220611044,-3.1393292845808265,moderate,8
51.526185405157214,-0.1398065683378503,light,3
51.54630140469811,-0.030251887831893136,moderate,10
50.729557343720174,-1.6843556703525282,light,3
51.61582667575364,0.23355846152601925,light,1
51.509397764716425,-0.13920352584931556,light,1
51.55980626161259,-0.1786715093033382,light,5
51.38704190963067,-0.10010762181704251,heavy,20
51.5028335143919,-0.11059224672871594,heavy,21
51.597739569905244,0.251969524164908,light,4
51.60403730223245,-0.24781818960263227,light,4
51.55653987167169,-0.07985101763402516,moderate,8
51.54388204786516,-0.18376405543316296,moderate,7
51.474605894467324,-0.041992819342774546,moderate,9
51.48141809648576,-3.1868958607742166,light,2
51.5348458533083,-0.10251858859800515,heavy,29
51.52171270933704,0.11616786842638005,light,1
51.549962286937465,0.2943668137827192,moderate,9
53.75950319940497,-0.28150227716314263,moderate,9
52.8101021730149,-2.153428059268266,moderate,7
51.525959702763515,-0.22600624830559077,light,5
51.461490365884295,0.2502720631201232,light,1
53.78110022701548,-0.3407078263868676,light,1
53.51101201357631,-2.6791899767361316,moderate,10
51.498091194190934,0.09896114518475034,heavy,13
51.50498317298892,0.04251209496822328,light,3
51.55724516164453,-0.126490807896113,light,4
51.48764935418283,0.07201748089877885,light,5
51.50801297691083,0.12001976376466818,light,5
51.511037511567544,-0.037191875655013786,light,2
51.54331461337121,-0.15284498870167407,light,3
51.505696453305816,0.1399857107053294,light,1
51.49119886466975,0.08474605194168958,moderate,10
51.50393352982934,0.0014110568814446603,moderate,6
51.50076403198755,-0.18598329511226536,light,2
51.503188799584976,-0.11031914959891788,heavy,14
51.50457828012829,-0.12407684798961717,heavy,16
51.540951720511416,-0.11082951361269927,light,5
51.52196712155235,-0.12971635351151845,moderate,7
51.4985686355271,-0.06633506056261329,light,3
51.69890351770669,-0.19521402399212737,light,4
51.566223261137395,-0.2526839096850702,light,1
51.38048946230072,-0.10608978437812612,moderate,6
51.507333918316505,-0.003464771761134599,heavy,13
51.688645139209186,-0.05985039591355491,light,5
51.03574123132407,-0.43831554434694747,moderate,8
51.4500355436909,-2.6260100669277446,heavy,17
51.532079175918255,-0.12316149157033336,light,4
51.50082265631026,-0.08906122024807513,moderate,10
51.55881008609317,-2.532249427328449,light,1
51.51285305751507,-0.4055355756442658,heavy,27
51.513888414105736,-0.2073644526122797,moderate,7
51.50036119270084,-0.026843311935300387,moderate,8
51.501779548326105,-0.07835647195254362,moderate,9
51.48175713602596,-0.009575706551204485,light,1
51.69944278573988,-0.2610603708508056,moderate,7
53.89656252384343,-1.1621126595707039,moderate,10
51.50516698788521,-0.03976103959088376,moderate,8
51.49461067552748,-0.14210034256992374,moderate,6
53.457969298570625,-2.61193357868477,moderate,10
51.50086163645081,-0.1251643626934816,moderate,9
51.537604129053115,-0.24937694562344748,light,2
51.52196022313995,-0.285197688238552,light,1
51.535772378287,-0.11138943996036817,moderate,7
51.45471493144167,-0.9629305891424511,light,2
51.69151497420346,-0.18776927467318147,light,3
51.50925553692062,-0.12896539325147854,moderate,6
51.5142420923107,-0.03180152135188655,light,1
53.78750706469793,-0.3697965333345099,moderate,7
51.46580545155666,-0.004439982393158662,moderate,10
51.50302305468784,0.053771200127094444,heavy,16
51.4803965932044,-2.6354231366992744,heavy,24
51.48770131373725,-0.017110016122096502,light,4
51.471417098267096,0.0062986206233347115,light,2
51.49947308033787,0.023977451328607385,light,4
53.786028427338316,-0.4157187582702308,moderate,9
51.453379485867515,-0.18742753811368906,light,1
51.494854123136534,-0.11349450200030546,light,5
51.48871354704917,0.05453303387322503,heavy,25
51.500622111632204,-0.0923594627482445,light,3
52.0003278328886,-0.714737859009525,heavy,13
51.482068485868936,0.0010346466850605796,light,4
51.537475242979745,-0.12980728873949837,heavy,30
53.77700624340823,-0.32438601762433117,light,4
51.519271266287184,-0.047955532413535354,light,1
51.46560125280353,-2.6101366571052935,moderate,10
51.51754776248965,-0.4056600831652923,light,1
51.516073166993706,-0.12151712794436074,heavy,13
53.40055475003207,-2.614489827093062,light,2
51.47393237214852,0.1769738994705512,light,2
51.53928465651588,-0.14734624443766464,moderate,7
51.53421436697523,-0.14482228926501736,light,4
51.61834101462321,-0.1692343917020557,light,5
51.43651610399425,-0.15735520175103157,light,5
51.56686952596621,-0.10699584091053375,light,5
51.52318342500914,-0.6869102783291243,moderate,6
51.519164419359804,-0.21742139366600738,light,3
51.53733676437469,-0.1740947149092002,heavy,30
51.676879018791055,-0.21192833235202072,light,5
51.517191054277006,0.07987610304605183,light,2
51.55374869842109,-0.1445597810163524,light,5
51.55085127443766,-2.5472334847804228,light,3
51.355863509982925,-0.09223654200835785,light,5
51.62603205435198,-0.2925527028625653,heavy,30
51.46671710585308,0.25437053961789236,moderate,9
51.4543028024528,-2.608981248624016,light,4
51.52901731642932,-0.15915391402550877,light,3
51.50810830780314,0.036276547760433334,heavy,19
51.49218859193966,0.06617577071654235,light,2
51.55480108833384,-0.15973888709346218,light,1
51.506412705469515,-0.25725437512424437,light,3
51.514633540176746,-0.1385848399105044,moderate,8
51.44951675886454,-0.00092610955856255,light,2
51.49414465301996,-0.06350684604849846,moderate,9
51.64619377306619,-0.06392650133490718,moderate,7
51.37709855380675,-0.08277565193289879,heavy,23
51.51771483355187,-0.0037177432055074114,moderate,6
51.60080843243129,-2.9476200567169806,heavy,21
51.52147714784092,-0.013297474165897293,light,4
51.48043110311988,-0.05278764206459633,light,4
51.486895087985054,0.1460291990251277,light,1
51.48506692449749,-3.174363679150507,moderate,6
51.544862140804625,-0.04206447098422726,light,5
51.6799409520215,0.03487889024419924,moderate,6
51.585109121465756,-0.12631026032290252,light,5
51.59610032689074,-3.032144749460914,light,2
51.500105897842886,-0.07619931868475538,heavy,18
51.73454308374382,-0.18985459338706806,light,4
51.510568230822855,0.10389988527298162,heavy,17
51.40866155269699,-0.11337883712824184,light,1
51.49958025166903,-0.4237201995092479,moderate,10
51.539191547463226,-0.1596570685146689,moderate,7
51.473282002559905,-0.9548552575467548,light,5
51.490662779513016,-0.05017571392611715,light,3
53.00155188023802,-2.279340556510716,light,2
51.50439298722467,-0.1121134162589372,heavy,21
53.78413936437055,-0.42135590001927153,moderate,9
51.56461391505053,-0.2559364833938563,light,2
53.74846943559909,-0.35410248419190343,light,2
51.468667654644975,-0.00044854224773425554,light,2
51.530169482244474,-0.0684911329345751,light,1
51.55248925517999,-0.05020287387027254,light,5
53.96190158867783,-1.078614181028975,light,4
51.49760162071831,-0.1334816657953626,light,3
51.52422861707405,-0.3993296281663231,moderate,9
51.51986589789781,-0.1474854199786766,light,5
53.385064984298005,-2.5951655925767976,light,3
51.47312953073153,0.181902029054988,heavy,29
51.475565564397186,-2.751818697236271,light,2
51.542830973508906,-0.1536862197430271,moderate,10
51.54243353484297,-0.15906542676964416,moderate,6
51.496003226530156,-0.15504454490244504,light,4
52.36680990608917,-1.9690117524393254,moderate,9
51.525135813767676,-0.20311173659579643,heavy,21
51.504418969391764,0.05044768073390249,light,5
51.58123850981582,-0.09037355337457409,heavy,25
51.52312297053086,-0.08198783656311516,light,2
51.51835990618226,-0.2618854525988551,heavy,14
53.75283800636508,-0.29398669818639045,moderate,9
51.49447819569739,0.03975827297211998,light,3
51.55752170843406,-0.11551002430072321,moderate,9
51.49618913925165,0.11155508166189156,heavy,29
51.50202949501662,-0.047190987145091255,light,4
51.509285813862036,-0.10202438468388683,moderate,9
51.51218080182018,-0.13990985216976382,light,4
51.624487239486655,-0.23632687281825204,heavy,27
53.756321522275144,-0.27161848213834516,light,4
51.509544602627905,-0.2671190998027313,heavy,21
51.60595838230803,-0.05510496863352081,light,2
53.74375007306894,-0.36845571172693675,light,3
51.518994384098384,-0.0006431522659256783,heavy,27
51.61801155528347,-0.2821026686879447,light,4
51.52445299492761,-0.2548056463965384,heavy,11
51.473120912438866,-0.05703046981942547,light,1
51.37044928029927,-0.10912718994419103,moderate,6
52.7189834260655,-2.101491950789197,light,1
51.52537183593679,-0.22927860203521488,moderate,9
51.47947609027196,-0.026414490154836958,light,5
51.51415996633255,-0.053351179997662854,heavy,21
51.55453564794506,-0.14912659295150577,heavy,29
51.509588630037165,-0.11469399295257783,moderate,10
51.51126287096314,-0.0689121776723503,moderate,8
51.52308272645043,-0.09635137260664178,light,4
51.59663163262873,-0.06607402909996139,moderate,8
51.76311493164013,-2.327356203563194,moderate,8
51.54195302334747,-0.1270600131335979,light,4
51.51079768479747,-0.16903931904821942,light,3
53.7862580400013,-0.32272707671664996,moderate,8
51.536345239690945,-0.1323518961238676,moderate,6
51.46993183872811,0.0032910611829944873,light,4
51.46897473179263,-0.04422176273828226,light,5
51.50009454184341,-0.13400121166985737,light,3
51.499533629115305,-0.4045991717594812,moderate,9
51.51114309229749,-0.13501168949521794,light,5
51.4905594338587,0.008113540918337358,heavy,23
53.3784662154762,-1.452748959612436,moderate,6
51.4058177895029,-0.09137178762588505,light,2
53.370277600216546,-1.4548568759184906,moderate,10
51.61836533831205,-0.070770351939022,moderate,8
53.78116545011027,-0.4109622375507215,light,2
