radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averagesignal
NR,262,3,51543,8228487280,-1,10.3314,48.4768,1506,37,1,1711277109,1711369445,0
NR,262,3,48140,9350021292,-1,6.9612,49.2279,1000,6,1,1711374526,1712074923,0
NR,262,3,48140,9348661361,-1,6.812,49.2713,1000,4,1,1711418777,1712041382,0
NR,262,3,59642,8085143665,-1,8.9947,48.6819,1721,17,1,1711543097,1739433662,0
NR,262,3,59642,8079818893,-1,9.0064,48.688,1000,3,1,1711543257,1739298303,0
NR,262,3,59710,8071495792,-1,8.7789,48.5117,1000,17,1,1711700701,1711725843,0
NR,262,3,59710,8071495791,-1,8.7766,48.518,1000,11,1,1711700740,1711725842,0
NR,262,3,59710,8050409584,-1,8.6897,48.5755,1459,46,1,1711702872,1711725902,0
NR,262,3,48142,9350332558,-1,6.7793,49.3001,1226,22,1,1711784171,1711807150,0
NR,262,1,31426,21256880645,-1,6.7821,49.2901,1000,4,1,1711786176,1711807149,0
NR,262,1,31426,21256880643,-1,6.8019,49.2884,1976,41,1,1711786194,1712074926,0
NR,262,1,31426,21253289216,-1,6.8076,49.3024,1000,2,1,1711786633,1711807150,0
NR,262,2,46795,36198023371,-1,6.8092,49.3014,1000,4,1,1711786641,1711807150,0
NR,262,3,59611,8076492972,-1,9.1718,48.8903,1000,8,1,1711851814,1711872307,0
NR,262,3,59613,8062484653,-1,9.1785,48.8904,1000,9,1,1711851844,1711872307,0
NR,262,3,59613,8029798572,-1,9.18,48.8905,1000,4,1,1711851864,1711872307,0
NR,262,3,59613,8031764623,-1,9.2703,48.8788,1000,1,1,1711852353,1711852353,0
NR,262,3,59613,8049066155,-1,9.2695,48.8797,1000,6,1,1711852363,1711872308,0
NR,262,1,31426,21258200064,-1,6.8744,49.2632,1361,8,1,1711866608,1716879902,0
NR,262,1,31426,21250757376,-1,6.8769,49.2611,1000,4,1,1711866797,1711890365,0
NR,262,1,31426,21250768128,-1,6.8788,49.262,1000,4,1,1711867157,1711890365,0
NR,262,1,31426,21250755076,-1,6.8803,49.2759,1000,13,1,1711869137,1711890365,0
NR,262,1,31426,21250755077,-1,6.8916,49.294,1093,41,1,1711869278,1711890367,0
NR,262,1,31426,21250980865,-1,6.8901,49.3029,1000,30,1,1711869514,1711890367,0
NR,262,1,31417,21250765826,-1,6.9665,49.2137,1000,8,1,1712052846,1712074922,0
NR,262,1,31417,21250753024,-1,6.9572,49.211,1000,15,1,1712052976,1712074923,0
NR,262,1,31426,21250740482,-1,6.7921,49.2819,1000,5,1,1712054307,1712074925,0
NR,262,3,22000,6908035185,-1,13.2072,52.3868,1000,4,1,1712231831,1712395023,0
NR,262,3,22522,6931120240,-1,13.2072,52.3867,1000,2,1,1712231857,1712257142,0
NR,262,2,42517,36269211851,-1,10.5295,52.2734,1000,1,1,1712038840,1712038840,0
NR,262,2,49401,361087187,-1,13.415,52.5252,1000,1,1,1714120091,1714120091,0
NR,262,1,32411,21250582273,-1,11.8963,48.31,1000,3,1,1714988419,1715427786,0
NR,262,1,32411,21248289792,-1,11.8984,48.304,1000,21,1,1714988629,1715427786,0
NR,262,1,32411,21248276484,-1,11.8958,48.3085,1000,13,1,1714988409,1715427786,0
NR,262,1,32411,21248289795,-1,11.8948,48.3067,1000,2,1,1714995734,1715058182,0
NR,262,3,51530,8233975919,-1,11.8704,48.284,3605,97,1,1715034799,1715058183,0
NR,262,3,51530,8210415729,-1,11.8871,48.3048,2081,40,1,1715034619,1715058183,0
NR,262,3,51530,8238039153,-1,11.8656,48.2591,4838,198,1,1715034969,1715058185,0
NR,262,3,51530,8238039152,-1,11.8696,48.2879,1000,10,1,1715035539,1715058183,0
NR,262,3,51530,8233975920,-1,11.8647,48.259,1000,26,1,1715035779,1715058184,0
NR,262,3,51530,8222539887,-1,11.8699,48.2453,1003,36,1,1715035829,1715058184,0
NR,262,3,51530,8218574961,-1,11.8664,48.2341,1000,11,1,1715035899,1715058184,0
NR,262,3,51530,8232747121,-1,11.8652,48.2304,1000,6,1,1715035919,1715058184,0
NR,262,3,51530,8222539888,-1,11.8623,48.2237,1000,26,1,1715035929,1715058185,0
NR,262,3,51590,8216248433,-1,11.8609,48.2169,1000,6,1,1715035979,1715058185,0
NR,262,1,32411,21255956738,-1,11.8439,48.2011,2227,96,1,1715035989,1715058256,0
NR,262,1,32411,21258470659,-1,11.8478,48.211,1000,11,1,1715036029,1715058185,0
NR,262,1,32411,21258470657,-1,11.839,48.2023,1000,27,1,1715036049,1715058185,0
NR,262,1,32411,21258332162,-1,11.8394,48.2039,1000,11,1,1715036069,1715058185,0
NR,262,1,32411,21250497280,-1,11.8389,48.1891,1000,26,1,1715036119,1715058185,0
NR,262,1,32410,21255339008,-1,11.6929,48.0543,5944,200,1,1715036179,1715058308,0
NR,262,1,32411,21248283137,-1,11.8479,48.1738,1000,5,1,1715036209,1715058185,0
NR,262,1,32411,21250497281,-1,11.8452,48.1717,1000,7,1,1715036219,1715058185,0
NR,262,1,32411,21258332161,-1,11.8334,48.1636,1055,42,1,1715036239,1715058186,0
NR,262,1,32410,21250504448,-1,11.8217,48.156,1000,7,1,1715036369,1715058186,0
NR,262,1,32410,21250504450,-1,11.8132,48.1529,1000,17,1,1715036389,1715058186,0
NR,262,1,32410,21256553728,-1,11.8049,48.1509,1000,7,1,1715036439,1715058186,0
NR,262,1,32410,21256651777,-1,11.7987,48.1507,1000,11,1,1715036459,1715058186,0
NR,262,1,32410,21250505217,-1,11.7939,48.1505,1000,4,1,1715036489,1715058186,0
NR,262,1,32410,21250503936,-1,11.7904,48.15,1000,7,1,1715036499,1715058186,0
NR,262,1,32410,21256553730,-1,11.7861,48.149,1000,7,1,1715036519,1715058186,0
NR,262,1,32410,21256789505,-1,11.7657,48.1445,1439,15,1,1715036549,1715058187,0
NR,262,1,32410,21250503938,-1,11.7777,48.1454,1000,16,1,1715036579,1715058186,0
NR,262,1,32410,21250506240,-1,11.7671,48.1428,1000,16,1,1715036629,1715058186,0
NR,262,1,32410,21256626688,-1,11.7584,48.1319,1645,54,1,1715036669,1715058187,0
NR,262,1,32410,21256626689,-1,11.7561,48.1123,1000,16,1,1715036819,1715058187,0
NR,262,1,32410,21254159104,-1,11.7511,48.1007,1000,26,1,1715036849,1715058188,0
NR,262,1,32410,21254159105,-1,11.7451,48.0908,1000,11,1,1715036899,1715058188,0
NR,262,1,32424,21250493440,-1,11.7346,48.0797,1107,31,1,1715036919,1715058188,0
NR,262,1,32424,21250493441,-1,11.7166,48.067,1000,31,1,1715036979,1715058188,0
NR,262,1,32424,21250502656,-1,11.7013,48.0593,1000,16,1,1715037039,1715058188,0
NR,262,1,32424,21250502658,-1,11.6937,48.0547,1000,11,1,1715037069,1715058189,0
NR,262,1,32424,21250502657,-1,11.6859,48.0465,1000,31,1,1715037089,1715058189,0
NR,262,1,32424,21250933505,-1,11.6697,48.0332,1079,35,1,1715037149,1715058189,0
NR,262,1,32424,21248625157,-1,11.6572,48.0301,1000,6,1,1715037219,1715058189,0
NR,262,1,32424,21248625152,-1,11.6549,48.033,1000,11,1,1715037229,1715058189,0
NR,262,1,32424,21248451329,-1,11.6517,48.0392,1000,16,1,1715037249,1715058190,0
NR,262,1,32424,21248451330,-1,11.6484,48.0458,1000,11,1,1715037279,1715058190,0
NR,262,1,32424,21256849410,-1,11.6471,48.0483,1000,1,1,1715037299,1715037299,0
NR,262,1,32424,21250556932,-1,11.647,48.0486,1000,1,1,1715037319,1715037319,0
NR,262,1,32424,21255067905,-1,11.647,48.0486,1000,1,1,1715037329,1715037329,0
NR,262,3,58653,7944470641,-1,12.8865,49.1245,1875,11,1,1708856448,1715229198,0
NR,262,1,32411,21248280324,-1,11.9107,48.2934,1000,1,1,1715407124,1715407124,0
NR,262,1,32411,21248278274,-1,11.907,48.2931,1000,11,1,1715406604,1715427786,0
NR,262,1,32411,21248280325,-1,11.9107,48.2934,1000,1,1,1715407164,1715407164,0
NR,262,1,32411,21248289793,-1,11.9006,48.2942,1000,7,1,1715407454,1715427786,0
NR,262,1,32411,21259141122,-1,11.8971,48.3079,1000,9,1,1715407604,1715427786,0
NR,262,1,32411,21250582274,-1,11.8963,48.31,1000,1,1,1715407774,1715407774,0
NR,262,2,46001,357040351,-1,8.6319,50.1201,1000,6,1,1714442058,1732740964,0
NR,262,2,46003,36259266771,-1,8.6314,50.1199,1000,3,1,1715565262,1715614781,0
NR,262,2,46076,1026359498,-1,8.568,50.1374,6968,12,1,1716860371,1746977466,0
NR,262,2,49007,168001738,-1,13.8686,54.0777,1000,1,1,1719890288,1719890288,0
NR,262,1,31000,21258627842,-1,13.8686,54.0777,1000,1,1,1719890438,1719890438,0
NR,262,2,49007,16482515,-1,13.9039,54.0912,6066,5,1,1719913360,1720011183,0
NR,262,2,49007,16482505,-1,13.875,54.1003,1938,23,1,1719913490,1720194182,0
NR,262,2,49008,335642835,-1,14.0324,53.9448,2718,8,1,1719982292,1720011185,0
NR,262,2,49008,335642825,-1,14.0235,53.9254,4897,75,1,1719982302,1720011217,0
NR,262,2,49007,16482525,-1,13.8721,54.1019,1000,3,1,1720095210,1720122361,0
NR,262,2,49401,169132253,-1,13.4289,52.5733,1000,1,1,1718090155,1718090155,0
NR,262,2,49303,362889428,-1,13.3842,52.5114,1000,1,1,1718366319,1718366319,0
NR,262,3,59642,8037367950,-1,9.006,48.668,1000,6,1,1721195778,1746811262,0
NR,262,2,46302,34210015,-1,7.0956,50.7324,1000,1,1,1718623617,1718623617,0
NR,262,2,46001,121307337,-1,8.6357,50.1211,1000,4,1,1718675690,1744096262,0
NR,262,2,46001,94355677,-1,8.6435,50.1107,1000,5,1,1719838089,1731459250,0
NR,262,3,46004,207962333,-1,7.0466,50.7381,1000,1,1,1720168515,1720168515,0
NR,262,1,44403,36265361611,-1,7.8258,50.4441,1000,2,1,1722845244,1722874213,0
NR,262,3,23571,7087145133,-1,12.3994,51.3452,1000,21,1,1723078380,1736284323,0
NR,262,3,23571,7047315569,-1,12.3998,51.3447,1000,10,1,1723078389,1736284323,0
NR,262,3,23571,7087145132,-1,12.3999,51.3448,1000,2,1,1723080911,1736284323,0
NR,262,3,46076,1026359498,-1,8.5245,50.058,1000,2,1,1721793719,1723211953,0
NR,262,3,46150,36258791627,-1,7.0466,50.7381,1000,1,1,1722071472,1722071472,0
NR,262,2,46001,121307339,-1,8.6326,50.1203,1000,7,1,1722304486,1732740972,0
NR,262,3,46003,36259266781,-1,7.0466,50.7381,1000,1,1,1723276276,1723276276,0
NR,262,3,51525,8240824433,-1,11.6381,48.0802,1000,1,1,1724113876,1724113876,0
NR,262,3,51525,8250703984,-1,11.638,48.0806,1000,1,1,1724370357,1724370357,0
NR,262,3,58653,7944470640,-1,12.8571,49.0252,1000,38,1,1724228748,1725217219,0
NR,262,3,58613,8312635503,-1,13.5076,48.9378,1000,1,1,1724580717,1724580717,0
NR,262,2,49304,7635146,-1,13.4271,52.585,1000,1,1,1724715951,1724715951,0
NR,262,3,47101,9351594125,-1,8.62,50.2181,1000,1,1,1725359757,1725359757,0
NR,262,3,22523,6907002991,-1,14.2985,51.9877,1000,1,1,1726312028,1726312028,0
NR,262,3,22001,6964117675,-1,13.3217,52.5236,1000,1,1,1726549675,1726549675,0
NR,262,2,48040,161448149,-1,11.1317,49.8815,1000,3,1,1726895387,1726947006,0
NR,262,3,58652,7882080369,-1,11.2609,49.8309,1000,4,1,1726897660,1726947009,0
NR,262,3,58652,7894892656,-1,11.2585,49.8301,1000,6,1,1726918206,1726947011,0
NR,262,2,43702,83493076,-1,12.902,50.8179,1000,17,1,1731296583,1735575531,0
NR,262,2,43702,151093461,-1,12.9051,50.8175,1000,12,1,1731296798,1735575531,0
NR,262,2,43702,151093451,-1,12.9073,50.8183,1000,21,1,1731303820,1736425504,0
NR,262,2,43702,175603925,-1,12.9033,50.8179,1000,5,1,1731303830,1732401061,0
NR,262,2,43702,83493086,-1,12.9032,50.8179,1000,2,1,1731338563,1731598981,0
NR,262,2,43700,10551498,-1,12.9151,50.8263,645,33,1,1731390997,1734617761,0
NR,262,2,43700,53166281,-1,12.9138,50.8265,1000,24,1,1731392190,1734617761,0
NR,262,2,43700,10551499,-1,12.9124,50.8341,568,35,1,1731398147,1731682263,0
NR,262,2,43702,36245504201,-1,12.9099,50.8366,1000,16,1,1731398400,1731682263,0
NR,262,2,43702,36190027978,-1,12.908,50.8384,1000,1,1,1731398607,1731398607,0
NR,262,2,43700,183140555,-1,12.9125,50.8362,1000,5,1,1731399108,1731420005,0
NR,262,2,43700,53166282,-1,12.9099,50.8235,1000,20,1,1731399501,1734617762,0
NR,262,2,43702,53903563,-1,12.9123,50.8211,1000,20,1,1731399563,1733832062,0
NR,262,2,43702,54231241,-1,12.9,50.8154,1061,21,1,1731399888,1735575533,0
NR,262,2,46076,36202250442,-1,8.6247,50.1175,1000,5,1,1730987913,1731459249,0
NR,262,2,43702,69238987,-1,12.8815,50.8434,500,27,1,1731464276,1736266024,0
NR,262,2,43702,69238986,-1,12.8873,50.8424,1000,24,1,1731464294,1736425504,0
NR,262,2,43702,36243112137,-1,12.8874,50.8405,1000,5,1,1731464765,1732203002,0
NR,262,2,43702,87474378,-1,12.8924,50.8383,1000,13,1,1731464795,1734452164,0
NR,262,2,43702,87474379,-1,12.8977,50.8386,1000,23,1,1731464838,1732552862,0
NR,262,2,43702,36245504203,-1,12.897,50.8353,1000,22,1,1731464866,1734452164,0
NR,262,2,43702,36245504204,-1,12.8976,50.8412,1000,11,1,1731464895,1736425504,0
NR,262,2,43702,83493065,-1,12.9021,50.8233,515,25,1,1731465275,1734452165,0
NR,262,2,43700,53166283,-1,12.9036,50.8258,500,29,1,1731465300,1732735742,0
NR,262,2,43700,53166292,-1,12.9063,50.8221,1000,7,1,1731465370,1732735742,0
NR,262,2,43702,151093471,-1,12.9035,50.8178,1000,1,1,1731567727,1731567727,0
NR,262,2,43702,83493066,-1,12.9007,50.8171,1000,17,1,1731568827,1734452165,0
NR,262,2,43702,336101577,-1,12.885,50.7994,1554,31,1,1731568913,1731598984,0
NR,262,2,43702,54231242,-1,12.8892,50.8056,556,36,1,1731569038,1731598984,0
NR,262,2,43702,185974986,-1,12.8854,50.7996,1000,2,1,1731570805,1731598984,0
NR,262,2,43702,175603915,-1,12.9001,50.8133,1000,6,1,1731571217,1732026650,0
NR,262,2,43700,36277665995,-1,12.9242,50.8251,1582,16,1,1731571490,1732735746,0
NR,262,2,43702,151093449,-1,12.9149,50.8181,1000,17,1,1731660778,1735575532,0
NR,262,2,43700,36252811485,-1,12.9906,50.7931,1000,19,1,1731671108,1731702482,0
NR,262,2,43700,36252811475,-1,12.9941,50.792,1000,5,1,1731671138,1731702482,0
NR,262,2,43700,64127197,-1,12.9957,50.7881,1000,6,1,1731671158,1731702482,0
NR,262,2,43701,58966229,-1,12.9957,50.7859,1000,6,1,1731671168,1731702482,0
NR,262,2,43702,69238985,-1,12.8879,50.8458,1000,13,1,1732167286,1736425504,0
NR,262,2,43702,36243112139,-1,12.8776,50.8418,1000,16,1,1732167767,1736266023,0
NR,262,2,43702,87474377,-1,12.8944,50.8346,1000,17,1,1732181900,1734452165,0
NR,262,2,43702,87474388,-1,12.896,50.8303,1000,13,1,1732181990,1734452165,0
NR,262,2,43700,53166293,-1,12.9014,50.8298,1000,12,1,1732182100,1732735742,0
NR,262,2,43702,83493085,-1,12.9064,50.8224,1000,6,1,1732182330,1732735742,0
NR,262,2,43702,36190027979,-1,12.8945,50.8462,1000,12,1,1732529548,1732552862,0
NR,262,2,43702,36243112138,-1,12.894,50.8311,1000,1,1,1732530402,1732530402,0
NR,262,2,43702,83493075,-1,12.9069,50.8228,1000,2,1,1732532455,1732552864,0
NR,262,2,43702,36245504202,-1,12.9023,50.8322,1000,2,1,1732588824,1732735742,0
NR,262,2,43700,111263945,-1,12.9367,50.8312,1000,12,1,1732699568,1732735745,0
NR,262,2,43700,32817354,-1,12.9386,50.8295,577,32,1,1732699808,1732735746,0
NR,262,2,43700,32817364,-1,12.9474,50.8316,1000,5,1,1732700027,1732735745,0
NR,262,2,43700,111263955,-1,12.95,50.8315,1000,5,1,1732700051,1732735745,0
NR,262,2,43700,36279255241,-1,12.9476,50.8316,1000,4,1,1732700429,1732735745,0
NR,262,2,43700,111263946,-1,12.9303,50.8272,1000,4,1,1732700754,1732735746,0
NR,262,2,43702,151093459,-1,12.9143,50.8204,1000,7,1,1732701335,1735575532,0
NR,262,2,49102,365183199,-1,13.415,52.5251,1000,1,1,1731677170,1731677170,0
NR,262,2,47711,55378132,-1,7.8623,48.0192,1000,1,1,1734097822,1734097822,0
NR,262,3,23572,7091421295,-1,11.9618,51.5187,1000,1,1,1734228299,1734228299,0
NR,262,2,43702,36243112148,-1,12.894,50.8311,1000,5,1,1734431262,1734452165,0
NR,262,2,43702,36253286611,-1,12.8958,50.8265,1000,9,1,1734431385,1734452165,0
NR,262,2,43700,10551518,-1,12.9137,50.824,1000,4,1,1734596846,1734617762,0
NR,262,2,43700,36194533579,-1,12.913,50.8214,1000,22,1,1734596857,1736425504,0
NR,262,2,47710,9912541,-1,7.8623,48.0192,1000,1,1,1734839601,1734839601,0
NR,262,2,43609,99991754,-1,10.8047,51.5081,1000,4,1,1735048436,1735068901,0
NR,262,2,43609,99991764,-1,10.8027,51.5084,1000,4,1,1735048496,1735068901,0
NR,262,2,43609,99451083,-1,10.8013,51.5077,1000,3,1,1735048636,1735068901,0
NR,262,2,43609,99451101,-1,10.804,51.5072,1000,8,1,1735048716,1735068901,0
NR,262,2,43609,99991774,-1,10.8033,51.5072,1000,1,1,1735048796,1735048796,0
NR,262,2,43609,99451081,-1,10.8076,51.5071,1000,2,1,1735048986,1735068901,0
NR,262,3,59652,8055750768,-1,8.3639,48.8084,1000,1,1,1700830792,1700830792,0
NR,262,3,49033,9528508529,-1,10.2887,50.4309,1000,1,1,1735313759,1735313759,0
NR,262,2,43700,36194533578,-1,12.9153,50.8175,1000,6,1,1735552058,1735575532,0
NR,262,3,58652,7877165167,-1,12.6057,49.6745,1082,26,1,1735190131,1735636293,0
NR,262,2,42523,96714974,-1,9.7902,53.1206,1000,3,1,1735908397,1735961405,0
NR,262,2,43702,36243112149,-1,12.8788,50.8419,1000,13,1,1736225179,1736266023,0
NR,262,2,43702,36243112147,-1,12.8859,50.8434,1000,10,1,1736226585,1736266023,0
NR,262,3,23573,7048282283,-1,12.263,51.3125,1000,2,1,1736209044,1736284324,0
NR,262,3,23573,7048282285,-1,12.2642,51.3112,1000,11,1,1736209925,1736284324,0
NR,262,3,23573,7086866605,-1,12.2671,51.3083,1000,11,1,1736210191,1736284324,0
NR,262,3,23573,7086866603,-1,12.2728,51.3093,1000,12,1,1736210613,1736284323,0
NR,262,3,23573,7086244013,-1,12.281,51.3113,591,25,1,1736210654,1736284323,0
NR,262,3,23573,7086244012,-1,12.2898,51.313,1000,9,1,1736210782,1736284323,0
NR,262,3,23573,7086276779,-1,12.2964,51.3135,1000,13,1,1736210826,1736284323,0
NR,262,3,23573,7047299244,-1,12.2953,51.3134,1000,4,1,1736210859,1736284322,0
NR,262,3,23573,7086276780,-1,12.3026,51.3143,1000,10,1,1736210921,1736284323,0
NR,262,3,23573,7086833836,-1,12.3036,51.3145,1000,3,1,1736210934,1736284322,0
NR,262,3,23573,7086981292,-1,12.3153,51.3166,773,28,1,1736211044,1736284323,0
NR,262,3,23573,7047200939,-1,12.334,51.3195,1000,23,1,1736211610,1736284323,0
NR,262,3,23571,7052542124,-1,12.3437,51.3238,800,36,1,1736211998,1736284323,0
NR,262,3,23571,7052542123,-1,12.3503,51.3313,1000,5,1,1736212345,1736284322,0
NR,262,3,23571,7061897388,-1,12.3529,51.3335,1000,22,1,1736212394,1736284323,0
NR,262,3,23571,7061897387,-1,12.3581,51.3367,1000,9,1,1736212551,1736284323,0
NR,262,3,23571,7061831853,-1,12.3603,51.3379,1000,2,1,1736212561,1736284322,0
NR,262,3,23571,7061815469,-1,12.3636,51.3392,1000,15,1,1736212571,1736284323,0
NR,262,3,23571,7061815467,-1,12.3676,51.3412,1000,4,1,1736212806,1736284322,0
NR,262,3,23571,7127056557,-1,12.3684,51.3417,1000,9,1,1736212914,1736284323,0
NR,262,3,23571,7127056555,-1,12.3709,51.3436,1000,10,1,1736212943,1736284323,0
NR,262,3,23571,7127072941,-1,12.375,51.3443,1000,7,1,1736213058,1736284323,0
NR,262,3,23571,7127072940,-1,12.3804,51.344,1000,6,1,1736213196,1736284323,0
NR,262,3,23571,7045185709,-1,12.3841,51.3434,1000,6,1,1736213371,1736284323,0
NR,262,3,23571,7080837291,-1,12.3845,51.3435,1000,8,1,1736213410,1736284323,0
NR,262,3,23571,7045202093,-1,12.3894,51.3445,1000,13,1,1736213454,1736284323,0
NR,262,3,23571,7045202091,-1,12.3955,51.3458,1000,12,1,1736213558,1736284323,0
NR,262,3,23571,7053492397,-1,12.3999,51.3448,1000,1,1,1736216581,1736216581,0
NR,262,3,23571,7086096496,-1,12.3999,51.3448,1000,1,1,1736218702,1736218702,0
NR,262,3,23571,7080837293,-1,12.3812,51.3436,1000,2,1,1736226714,1736284323,0
NR,262,3,23571,7052542063,-1,12.3483,51.3291,1000,3,1,1736227419,1736284323,0
NR,262,3,23571,7062667377,-1,12.332,51.3199,1000,1,1,1736227767,1736227767,0
NR,262,3,23571,7052378283,-1,12.3203,51.3204,1000,5,1,1736227932,1736284323,0
NR,262,3,23573,7047200940,-1,12.3173,51.3179,1000,5,1,1736227975,1736284323,0
NR,262,3,23573,7077740655,-1,12.3147,51.3142,1000,5,1,1736228027,1736284323,0
NR,262,3,23573,7086833776,-1,12.3062,51.3149,1000,5,1,1736228123,1736284323,0
NR,262,3,23573,7086276781,-1,12.286,51.3124,1000,5,1,1736228348,1736284323,0
NR,262,3,51563,8235237489,-1,10.7058,47.6183,1000,10,1,1736134582,1747344961,0
NR,262,3,14001,7239729263,-1,9.4491,52.4282,1000,1,1,1736686097,1736686097,0
NR,262,3,14001,7247134831,-1,9.7316,52.5141,1000,1,1,1736740212,1736740212,0
NR,262,3,59642,8078311595,-1,9.0028,48.6874,1000,16,1,1737346959,1739634126,0
NR,262,1,32608,21255066114,-1,11.1146,49.4603,1000,5,1,1737454230,1737474182,0
NR,262,1,32608,21250593537,-1,11.1191,49.4629,1000,11,1,1737454240,1737474182,0
